loan_amnt,term,int_rate,grade,emp_title,emp_length,annual_inc,issue_d,loan_status,purpose,total_pymnt,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,flag
8000,36 months,13.56%,C,Produce Assistant Manager,10+ years,43e3,Jan-2019,Current,car,1343.53,Jun-2019,271.72,Jul-2019,Jun-2019,1
10000,36 months,11.31%,B,Valet,10+ years,34e3,Feb-2019,Current,debt_consolidation,1309.16,Jun-2019,328.86,Jul-2019,Jun-2019,1
15000,60 months,11.80%,B,it,10+ years,85e3,Jan-2019,Current,credit_card,1700.14,Jun-2019,332.16,Jul-2019,Jun-2019,1
35000,36 months,14.47%,C,Equipment Operator,3 years,139e3,Jan-2019,Current,other,5993.01,Jun-2019,1204.23,Jul-2019,Jun-2019,1
40000,60 months,17.19%,C,Inside Sales,10+ years,5e4,Mar-2019,Current,debt_consolidation,2918.2,Jun-2019,998.2,Jul-2019,Jun-2019,1
28500,60 months,11.80%,B,R&D Programmer,9 years,64844,Jan-2019,Current,debt_consolidation,3136.82,Jun-2019,631.1,Jul-2019,Jun-2019,1
5000,36 months,8.19%,A,Lead transportation security officer,10+ years,8e4,Mar-2019,Current,credit_card,466.84,Jun-2019,157.13,Jul-2019,Jun-2019,1
10000,60 months,18.94%,D,NA,n/a,45e3,Jan-2019,Current,debt_consolidation,1284.88,Jun-2019,259.08,Jul-2019,Jun-2019,1
11000,36 months,7.02%,A,Inside sales,3 years,5e4,Mar-2019,Current,credit_card,1010.67,Jun-2019,339.75,Jul-2019,Jun-2019,1
10000,60 months,11.80%,B,teacher,2 years,33e3,Jan-2019,Current,debt_consolidation,1123.59,Jun-2019,221.44,Jul-2019,Jun-2019,1
23000,60 months,8.19%,A,Industrial Engineer,5 years,8e4,Feb-2019,Current,credit_card,1852.91,Jun-2019,468.46,Jul-2019,Jun-2019,1
18000,36 months,11.31%,B,New Patient Coordinator,6 years,9e4,Feb-2019,Fully Paid,debt_consolidation,18431.777910385,Apr-2019,17851.14,NA,May-2019,1
3000,36 months,20.00%,D,Surveillance Manager,10+ years,93e3,Mar-2019,Current,vacation,442.67,Jun-2019,111.5,Jul-2019,Jun-2019,1
40000,60 months,8.19%,A,North American Business Mgr.,10+ years,4e5,Feb-2019,Current,home_improvement,3222.4,Jun-2019,814.7,Jul-2019,Jun-2019,1
30000,60 months,11.80%,B,Psychiatric Nurse Practitioner,10+ years,85e3,Jan-2019,Current,home_improvement,3301.88,Jun-2019,664.31,Jul-2019,Jun-2019,1
32000,60 months,12.98%,B,Private Banker,5 years,115e3,Jan-2019,Current,debt_consolidation,3477.38,Jun-2019,727.78,Jul-2019,Jun-2019,1
6000,36 months,6.46%,A,Senior District Partner,2 years,165e3,Feb-2019,Current,credit_card,735.17,Jun-2019,183.79,Jul-2019,Jun-2019,1
15000,36 months,8.19%,A,Sr. Marketing Manager,3 years,155e3,Mar-2019,Current,credit_card,1407.29,Jun-2019,471.37,Jul-2019,Jun-2019,1
30500,60 months,17.97%,D,Front End Load Driver,3 years,86e3,Mar-2019,Current,debt_consolidation,2261.13,Jun-2019,774.01,Jul-2019,Jun-2019,1
30000,36 months,8.19%,A,General Management,2 years,6e4,Feb-2019,Fully Paid,debt_consolidation,30841.3566153743,Jun-2019,28040.47,NA,Jun-2019,1
12000,36 months,8.81%,A,NA,n/a,45e3,Jan-2019,Current,credit_card,1890.95,Jun-2019,380.54,Jul-2019,Jun-2019,1
6000,36 months,20.00%,D,Registered Nurse,5 years,68e3,Mar-2019,Current,home_improvement,655.64,Jun-2019,222.99,Jul-2019,Jun-2019,1
10300,60 months,11.71%,B,Teacher,2 years,24e3,Mar-2019,Current,credit_card,676.16,Jun-2019,227.62,Jul-2019,Jun-2019,1
15000,60 months,8.19%,A,Customer Service Representative,4 years,1e5,Mar-2019,Current,debt_consolidation,902.91,Jun-2019,305.52,Jul-2019,Jun-2019,1
32000,60 months,8.19%,A,Global Marketing Manager,6 years,81500,Mar-2019,Current,debt_consolidation,1940.72,Jun-2019,651.76,Jul-2019,Jun-2019,1
32000,36 months,6.46%,A,Chief Technical Officer,1 year,18e4,Jan-2019,Current,major_purchase,4889.47,Jun-2019,980.19,Jul-2019,Jun-2019,1
11500,36 months,18.94%,D,Sales Associate,8 years,63e3,Feb-2019,Current,debt_consolidation,1654.55,Jun-2019,421.2,Jul-2019,Jun-2019,1
40000,36 months,6.46%,A,Chief Revenue Officer,10+ years,2e5,Mar-2019,Current,debt_consolidation,3661.36,Jun-2019,1225.24,Jul-2019,Jun-2019,1
10000,36 months,18.94%,D,Buffet server,10+ years,35e3,Jan-2019,Fully Paid,other,10006.2125555556,Jan-2019,10027.25,NA,Jun-2019,1
25000,60 months,10.72%,B,Coach driver,10+ years,45e3,Jan-2019,Late (31-120 days),credit_card,525.19,Feb-2019,540.08,Jul-2019,Jun-2019,0
16000,60 months,15.02%,C,doorman,10+ years,55e3,Jan-2019,Current,debt_consolidation,1843.98,Jun-2019,380.81,Jul-2019,Jun-2019,1
20000,36 months,7.56%,A,NA,< 1 year,15e3,Feb-2019,Current,credit_card,2473.92,Jun-2019,622.68,Jul-2019,Jun-2019,1
20000,36 months,8.81%,A,tax analyst,< 1 year,7e4,Mar-2019,Current,debt_consolidation,1883.11,Jun-2019,634.23,Jul-2019,Jun-2019,1
5000,36 months,10.33%,B,Rn,< 1 year,82e3,Feb-2019,Current,credit_card,642.74,Jun-2019,162.12,Jul-2019,Jun-2019,1
12000,36 months,11.02%,B,Royalty Analyst,10+ years,55e3,Mar-2019,Current,other,771.27,May-2019,392.98,Jul-2019,Jun-2019,1
12000,36 months,20.00%,D,Construction Superintendent,1 year,144e3,Mar-2019,Current,home_improvement,865.27,May-2019,445.97,Jul-2019,Jun-2019,1
16000,60 months,10.33%,B,Bartender,2 years,84300,Mar-2019,Current,house,1009.32,Jun-2019,342.56,Jul-2019,Jun-2019,1
10000,36 months,13.08%,B,Tank Inspector,1 year,48e3,Mar-2019,Current,debt_consolidation,1004.72,Jun-2019,337.33,Jul-2019,Jun-2019,1
16000,36 months,8.81%,A,Director of Human Resources,1 year,16e4,Mar-2019,Current,credit_card,1514.34,Jun-2019,507.39,Jul-2019,Jun-2019,1
5000,36 months,7.56%,A,Machine specialist operator,1 year,36e3,Jan-2019,Current,credit_card,1026.25,Jun-2019,155.67,Jul-2019,Jun-2019,1
2000,36 months,10.33%,B,Pilot,1 year,35e3,Mar-2019,Current,credit_card,193.4,Jun-2019,64.85,Jul-2019,Jun-2019,1
10000,36 months,7.56%,A,Property Manager,10+ years,15e4,Jan-2019,Current,credit_card,1548.3,Jun-2019,311.34,Jul-2019,Jun-2019,1
10000,60 months,17.19%,C,staff rn,10+ years,1e5,Mar-2019,Current,other,739.1,Jun-2019,249.55,Jul-2019,Jun-2019,1
2000,36 months,16.91%,C,Dispatcher,8 years,45e3,Feb-2019,Current,debt_consolidation,281.12,Jun-2019,71.22,Jul-2019,Jun-2019,1
28000,36 months,10.33%,B,Director of Marketing,10+ years,11e4,Feb-2019,Current,home_improvement,3615.25,Jun-2019,907.83,Jul-2019,Jun-2019,1
20000,60 months,28.80%,D,RN,4 years,72e3,Mar-2019,Fully Paid,major_purchase,20066.88,Mar-2019,20098.88,NA,Mar-2019,1
16000,60 months,11.80%,B,Teacher,8 years,63e3,Jan-2019,Current,credit_card,1396.22,May-2019,354.3,Jul-2019,Jun-2019,1
4125,36 months,16.40%,C,MIXER TRUCK OPERATOR,10+ years,55e3,Mar-2019,Current,debt_consolidation,430,Jun-2019,145.84,Jul-2019,Jun-2019,1
16000,36 months,7.56%,A,Firefighter,2 years,11e4,Mar-2019,Current,credit_card,1474.29,Jun-2019,498.15,Jul-2019,Jun-2019,1
12300,36 months,17.97%,D,NA,< 1 year,93e3,Jan-2019,Current,debt_consolidation,2210.17,Jun-2019,444.49,Jul-2019,Jun-2019,1
7200,36 months,17.97%,D,Teacher,10+ years,86e3,Mar-2019,Current,other,773.38,Jun-2019,260.19,Jul-2019,Jun-2019,1
7000,36 months,15.02%,C,Operational Coordinator,10+ years,76e3,Jan-2019,Current,home_improvement,1207.81,Jun-2019,242.73,Jul-2019,Jun-2019,1
10000,60 months,12.40%,B,NA,n/a,43200,Feb-2019,Current,credit_card,884.14,Jun-2019,224.48,Jul-2019,Jun-2019,1
5000,36 months,8.81%,A,Engineering Manager,10+ years,114827,Feb-2019,Current,debt_consolidation,631.79,Jun-2019,158.56,Jul-2019,Jun-2019,1
3000,36 months,16.40%,C,Technician,3 years,4e4,Mar-2019,Current,debt_consolidation,315.48,Jun-2019,106.07,Jul-2019,Jun-2019,1
20000,36 months,11.80%,B,Senior Audit Associate,< 1 year,78e3,Jan-2019,Current,debt_consolidation,3298.79,Jun-2019,662.38,Jul-2019,Jun-2019,1
10000,36 months,8.81%,A,driver,3 years,65e3,Feb-2019,Current,debt_consolidation,1263.59,Jun-2019,317.12,Jul-2019,Jun-2019,1
9400,36 months,7.02%,A,Business Intelligence Data Specialist,3 years,9e4,Jan-2019,Fully Paid,credit_card,9660.63,Jun-2019,8502.94,NA,Jun-2019,1
30000,60 months,11.80%,B,Billing,1 year,3e4,Jan-2019,Current,debt_consolidation,3301.88,Jun-2019,664.31,Jul-2019,Apr-2019,1
14000,36 months,6.46%,A,Patient Care Administrator,6 years,131e3,Jan-2019,Current,debt_consolidation,2131.64,Jun-2019,428.84,Jul-2019,Jun-2019,1
15000,60 months,16.14%,C,Mail processing clerk,6 years,5e4,Jan-2019,Current,credit_card,2181.89,Jun-2019,365.89,Jul-2019,Jun-2019,1
14000,60 months,15.02%,C,Executive Assistant,7 years,74765,Jan-2019,Current,debt_consolidation,1660.22,Jun-2019,333.21,Jul-2019,Jun-2019,1
40000,60 months,17.97%,D,Logistics Manager,1 year,50500,Feb-2019,Current,credit_card,4736.02,Jun-2019,1015.09,Jul-2019,Jun-2019,1
15000,60 months,16.14%,C,Parts counter,2 years,56e3,Jan-2019,Current,credit_card,1795.83,Jun-2019,365.89,Jul-2019,Jun-2019,1
17600,60 months,15.02%,C,Regional Vice President,10+ years,15e4,Feb-2019,Current,credit_card,1646.19,Jun-2019,418.89,Jul-2019,Jun-2019,1
26000,60 months,10.72%,B,Marketing Manager,6 years,89e3,Feb-2019,Current,debt_consolidation,2481.24,Jun-2019,561.68,Jul-2019,Jun-2019,1
7800,36 months,12.40%,B,Truck Driver,10+ years,7e4,Mar-2019,Current,home_improvement,776.34,Jun-2019,260.57,Jul-2019,Jun-2019,1
15000,36 months,15.02%,C,Dispatcher and operations,3 years,82500,Feb-2019,Current,small_business,2055.49,Jun-2019,520.13,Jul-2019,Jun-2019,1
6500,36 months,8.81%,A,NA,n/a,45e3,Feb-2019,Current,debt_consolidation,821.34,Jun-2019,206.13,Jul-2019,Jun-2019,1
13500,60 months,14.47%,C,Comm manager,10+ years,45999,Feb-2019,Current,debt_consolidation,1258.87,Jun-2019,317.43,Jul-2019,Jun-2019,1
40000,60 months,12.98%,B,Regional Sales Manager,1 year,2e5,Jan-2019,Current,home_improvement,4332.28,Jun-2019,909.72,Jul-2019,Jun-2019,1
24225,60 months,13.08%,B,NA,< 1 year,145e3,Mar-2019,Current,home_improvement,1638.97,Jun-2019,552.19,Jul-2019,Jun-2019,1
4000,36 months,8.81%,A,SCHEDULER,< 1 year,27e3,Feb-2019,Current,debt_consolidation,502.51,Jun-2019,126.85,Jul-2019,Jun-2019,1
9800,36 months,15.57%,C,NA,< 1 year,65e3,Feb-2019,Current,debt_consolidation,1361.4,Jun-2019,342.47,Jul-2019,Jun-2019,1
15000,60 months,8.81%,A,NA,n/a,3e4,Jan-2019,Current,credit_card,1535.32,Jun-2019,310,Jul-2019,Jun-2019,1
21000,60 months,15.57%,C,Sr Financial analysist,10+ years,74e3,Mar-2019,In Grace Period,debt_consolidation,975.47,May-2019,505.9,Jul-2019,Jun-2019,1
12000,36 months,15.57%,C,Rehabilitation Loan Specialist,5 years,57300,Mar-2019,Fully Paid,debt_consolidation,12515.954145384,Jun-2019,11661.68,NA,Mar-2019,1
2000,36 months,15.57%,C,Cosmetologist,9 years,55e3,Mar-2019,Current,other,206.24,Jun-2019,69.9,Jul-2019,Jun-2019,1
11000,36 months,6.46%,A,NA,n/a,59806,Jan-2019,Current,debt_consolidation,1661.02,Jun-2019,336.94,Jul-2019,Jun-2019,1
17500,36 months,8.19%,A,Supervising Deputy Clerk,10+ years,111500,Feb-2019,Current,major_purchase,2167.88,Jun-2019,549.93,Jul-2019,Jun-2019,1
8500,36 months,6.46%,A,NA,1 year,37e3,Jan-2019,Current,credit_card,1275.93,Jun-2019,260.37,Jul-2019,Jun-2019,1
40000,36 months,8.19%,A,Finance Manager,2 years,145e3,Jan-2019,Current,debt_consolidation,6384.95,Jun-2019,1256.97,Jul-2019,Jun-2019,1
15000,60 months,20.89%,D,credit/collections specialist,8 years,41e3,Jan-2019,Current,debt_consolidation,2041.81,Jun-2019,404.88,Jul-2019,Jun-2019,1
6500,36 months,6.46%,A,DSS Director,2 years,115e3,Jan-2019,Current,credit_card,1002.56,Jun-2019,199.11,Jul-2019,Jun-2019,1
9600,36 months,14.47%,C,Production Support Analyst,10+ years,85e3,Jan-2019,Current,debt_consolidation,1643.83,Jun-2019,330.31,Jul-2019,Jun-2019,1
21000,60 months,12.40%,B,Certified Pharmacy Technician,10+ years,6e4,Mar-2019,Current,debt_consolidation,1399.7,Jun-2019,471.39,Jul-2019,Jun-2019,1
30000,60 months,22.35%,D,Branch Manager,10+ years,96e3,Feb-2019,Current,debt_consolidation,3263.7,Jun-2019,834.55,Jul-2019,Jun-2019,1
32000,60 months,16.40%,C,Cnc leader,7 years,73e3,Mar-2019,Current,debt_consolidation,2325.84,Jun-2019,785,Jul-2019,Jun-2019,1
5000,36 months,6.46%,A,Administration,3 years,33e3,Jan-2019,Current,debt_consolidation,764.01,Jun-2019,153.16,Jul-2019,Jun-2019,1
5600,36 months,8.19%,A,Project Manager,6 years,5e4,Jan-2019,Current,credit_card,858.25,Jun-2019,175.98,Jul-2019,Jun-2019,1
40000,60 months,10.33%,B,Technical Operator,9 years,92510,Jan-2019,Current,credit_card,4236.09,Jun-2019,856.4,Jul-2019,Jun-2019,1
15000,60 months,16.14%,C,Network Engineer,10+ years,82e3,Feb-2019,Current,credit_card,1450.11,Jun-2019,365.89,Jul-2019,Jun-2019,1
30000,36 months,16.91%,C,Medical Technologist,10+ years,11e4,Jan-2019,Current,debt_consolidation,5313.02,Jun-2019,1068.24,Jul-2019,Jun-2019,1
6000,36 months,13.08%,B,Locomotive Engineer,4 years,1e5,Mar-2019,Current,debt_consolidation,602.84,Jun-2019,202.4,Jul-2019,Jun-2019,1
30000,36 months,12.98%,B,Managing partner,10+ years,12e4,Jan-2019,Current,credit_card,5031.02,Jun-2019,1010.53,Jul-2019,Jun-2019,1
12000,60 months,13.08%,B,Chef,10+ years,45e3,Feb-2019,Current,debt_consolidation,1076.68,Jun-2019,273.53,Jul-2019,Jun-2019,1
40000,60 months,16.40%,C,Medical Coding,2 years,108e3,Mar-2019,Current,debt_consolidation,2870.86,Jun-2019,981.25,Jul-2019,Jun-2019,1
35000,60 months,17.97%,D,Doctor,2 years,36e4,Feb-2019,Current,debt_consolidation,3362.26,Jun-2019,888.2,Jul-2019,Jun-2019,1
15000,36 months,6.46%,A,Transportation Supervisor,1 year,12e4,Jan-2019,Current,debt_consolidation,2743.89,Jun-2019,459.47,Jul-2019,Jun-2019,1
10000,36 months,6.46%,A,Recon Mechanic,10+ years,56e3,Jan-2019,Current,debt_consolidation,1527.96,Jun-2019,306.31,Jul-2019,Jun-2019,1
25000,36 months,14.47%,C,Mining - Process control operator,1 year,65e3,Mar-2019,Current,other,2560.38,Jun-2019,860.16,Jul-2019,Jun-2019,1
6000,36 months,12.98%,B,IN PATIENT FINANCIAL COUNSELOR,5 years,38e3,Jan-2019,Current,debt_consolidation,1001.9,Jun-2019,202.11,Jul-2019,Jun-2019,1
14000,36 months,8.19%,A,Recon Anaylst,10+ years,43400,Mar-2019,Current,debt_consolidation,1307.08,Jun-2019,439.94,Jul-2019,Jun-2019,1
5000,36 months,8.81%,A,Asset Protection Specialist,2 years,4e4,Feb-2019,Current,credit_card,631.79,Jun-2019,158.56,Jul-2019,Jun-2019,1
30000,36 months,24.37%,E,Sales Representative,4 years,52e3,Feb-2019,Current,debt_consolidation,4690.7,Jun-2019,1182.83,Jul-2019,Jun-2019,1
11000,60 months,10.33%,B,Assistant Corporate Admin Manager,2 years,36e3,Jan-2019,Current,credit_card,935.73,May-2019,235.51,Jul-2019,Jun-2019,1
2200,36 months,16.91%,C,Laborer,2 years,32e3,Jan-2019,Current,other,389.63,Jun-2019,78.34,Jul-2019,Jun-2019,1
6000,36 months,12.40%,B,Correctional Officer,< 1 year,38e3,Mar-2019,Current,moving,597.19,Jun-2019,200.44,Jul-2019,Jun-2019,1
35000,60 months,12.40%,B,Operator,5 years,15e4,Mar-2019,Current,credit_card,2477.51,Jun-2019,785.65,Jul-2019,Jun-2019,1
20000,36 months,13.08%,B,Digital Retoucher,2 years,48e3,Mar-2019,Current,credit_card,1994.88,Jun-2019,674.65,Jul-2019,Jun-2019,1
6000,36 months,13.90%,C,Trades men 4,10+ years,1e5,Mar-2019,Current,other,609.71,Jun-2019,204.78,Jul-2019,Jun-2019,1
30000,36 months,8.81%,A,Property Manager,3 years,6e4,Mar-2019,Current,debt_consolidation,2824.68,Jun-2019,951.35,Jul-2019,Jun-2019,1
10000,60 months,16.91%,C,NA,n/a,42e3,Jan-2019,Current,debt_consolidation,982.81,May-2019,248.05,Jul-2019,Jun-2019,1
40000,36 months,8.19%,A,Office Manager,2 years,78e3,Jan-2019,Current,debt_consolidation,5009.68,May-2019,1256.97,Jul-2019,Jun-2019,1
10000,36 months,8.81%,A,RESPIRATORY THERAPIST,10+ years,63591,Feb-2019,Current,debt_consolidation,1258.69,Jun-2019,317.12,Jul-2019,Jun-2019,1
15000,60 months,18.94%,D,Senior Team Leader,4 years,4e4,Jan-2019,Current,other,2027.32,Jun-2019,388.62,Jul-2019,Jun-2019,1
12000,60 months,11.02%,B,Fullfillment coordinator,10+ years,83e3,Mar-2019,Current,debt_consolidation,768.4,Jun-2019,261.03,Jul-2019,Jun-2019,1
8000,36 months,15.57%,C,NA,n/a,35e3,Mar-2019,Current,debt_consolidation,831.79,Jun-2019,279.57,Jul-2019,Jun-2019,1
40000,60 months,8.19%,A,finance manager,2 years,168e3,Feb-2019,Current,debt_consolidation,3213.3,Jun-2019,814.7,Jul-2019,Jun-2019,1
22000,60 months,13.56%,C,NA,n/a,9e4,Jan-2019,Current,debt_consolidation,2501.35,Jun-2019,506.9,Jul-2019,Jun-2019,1
6500,36 months,7.56%,A,NA,< 1 year,68488,Jan-2019,Current,debt_consolidation,1009.12,Jun-2019,202.37,Jul-2019,Jun-2019,1
5000,36 months,11.80%,B,Front of House Manager,3 years,35e3,Jan-2019,Current,debt_consolidation,655.84,Jun-2019,165.6,Jul-2019,Jun-2019,1
10000,36 months,8.19%,A,Attorney,2 years,68e3,Jan-2019,Current,credit_card,1562.15,Jun-2019,314.25,Jul-2019,Jun-2019,1
10000,36 months,11.80%,B,NA,n/a,43e3,Jan-2019,Fully Paid,credit_card,10285.8996615643,Apr-2019,9935.04,NA,Jun-2019,1
10900,36 months,23.40%,E,NA,n/a,31908,Jan-2019,Current,debt_consolidation,2092.76,Jun-2019,424.22,Jul-2019,Jun-2019,1
20000,36 months,6.46%,A,NA,< 1 year,425e3,Jan-2019,Current,debt_consolidation,2443.3,May-2019,612.62,Jul-2019,Jun-2019,1
25000,60 months,13.56%,C,NA,n/a,12e3,Feb-2019,Current,debt_consolidation,2257,Jun-2019,576.02,Jul-2019,Jun-2019,1
24000,36 months,8.81%,A,IT Developer,< 1 year,96e3,Feb-2019,Current,debt_consolidation,3032.57,Jun-2019,761.08,Jul-2019,Jun-2019,1
1000,36 months,15.02%,C,Gunnery Sergeant,10+ years,6e4,Jan-2019,Current,small_business,171.73,Jun-2019,34.68,Jul-2019,Jun-2019,1
9500,36 months,13.56%,C,Assistant Director,9 years,96e3,Feb-2019,Current,credit_card,1283.52,Jun-2019,322.67,Jul-2019,Jun-2019,1
30000,60 months,19.92%,D,Associate Governmental Program Analyst,10+ years,13e4,Jan-2019,Current,debt_consolidation,3140.76,May-2019,793.49,Jul-2019,Jun-2019,1
25000,60 months,11.31%,B,Business Analyst,10+ years,64e3,Feb-2019,Current,debt_consolidation,2197.62,Jun-2019,547.44,Jul-2019,Jun-2019,1
24000,60 months,19.92%,D,Oral Surgery Surgical Tech,10+ years,75e3,Jan-2019,Current,debt_consolidation,3107.55,Jun-2019,634.79,Jul-2019,Jun-2019,1
12000,60 months,17.97%,D,Direct Support Professional II/Trainer,< 1 year,29595,Feb-2019,Current,debt_consolidation,1206.14,Jun-2019,304.53,Jul-2019,Jun-2019,1
20000,36 months,22.50%,D,Assistant Manager,4 years,39e3,Mar-2019,Current,debt_consolidation,2282,Jun-2019,769,Jul-2019,Jun-2019,1
15000,36 months,8.81%,A,Pharmaceutical Sales,2 years,15e4,Feb-2019,Current,credit_card,1877.03,Jun-2019,475.68,Jul-2019,Jun-2019,1
5000,36 months,7.02%,A,NA,n/a,3e4,Mar-2019,Current,credit_card,461.37,Jun-2019,154.44,Jul-2019,Jun-2019,1
28000,60 months,13.08%,B,Director of Category Management,10+ years,213771,Mar-2019,Current,debt_consolidation,1894.37,Jun-2019,638.24,Jul-2019,Jun-2019,1
14400,36 months,7.02%,A,Service Manager,10+ years,204e3,Mar-2019,Current,major_purchase,1328.69,Jun-2019,444.77,Jul-2019,Jun-2019,1
35000,60 months,19.92%,D,Electrical Engineer Specialist,1 year,15e4,Feb-2019,Current,debt_consolidation,3664.19,Jun-2019,925.73,Jul-2019,Jun-2019,1
10000,36 months,8.19%,A,Sonographer,2 years,6e4,Mar-2019,Current,debt_consolidation,938.2,Jun-2019,314.25,Jul-2019,Jun-2019,1
15000,60 months,19.92%,D,NA,< 1 year,6e4,Feb-2019,Current,debt_consolidation,1553.8,Jun-2019,396.75,Jul-2019,Jun-2019,1
23000,60 months,12.98%,B,Firefighter,10+ years,71500,Feb-2019,Current,credit_card,2075.77,Jun-2019,523.09,Jul-2019,Jun-2019,1
24000,36 months,13.56%,C,Production,5 years,45e3,Feb-2019,Current,debt_consolidation,3242.52,Jun-2019,815.15,Jul-2019,Jun-2019,1
10000,60 months,14.47%,C,Setup Attendance,9 years,45e3,Jan-2019,Current,debt_consolidation,1167.61,Jun-2019,235.13,Jul-2019,Jun-2019,1
10000,60 months,18.94%,D,Installer,10+ years,45e3,Feb-2019,Current,debt_consolidation,1216.49,Jun-2019,259.08,Jul-2019,Jun-2019,1
23700,36 months,7.56%,A,NA,< 1 year,5e5,Mar-2019,Current,debt_consolidation,2203.69,Jun-2019,737.88,Jul-2019,Jun-2019,1
9600,36 months,8.81%,A,Billing Manager,10+ years,144e3,Feb-2019,Current,credit_card,1213.02,Jun-2019,304.43,Jul-2019,Jun-2019,1
18000,60 months,13.56%,C,Lead Supervisor,10+ years,78e3,Jan-2019,Current,debt_consolidation,2039.8,Jun-2019,414.74,Jul-2019,Jun-2019,1
10000,36 months,8.19%,A,Sr. Graphic Designer,10+ years,91e3,Feb-2019,Current,credit_card,1247.9,Jun-2019,314.25,Jul-2019,Jun-2019,1
19000,36 months,12.98%,B,Professor,3 years,98e3,Feb-2019,Current,debt_consolidation,2546.34,Jun-2019,640.01,Jul-2019,Jun-2019,1
20000,60 months,25.34%,E,Logistics Coordinator,2 years,65e3,Jan-2019,Current,debt_consolidation,2926.94,Jun-2019,591.02,Jul-2019,Jun-2019,1
15000,36 months,20.00%,D,Parts Manager,2 years,48e3,Mar-2019,Fully Paid,debt_consolidation,15423.2240429013,May-2019,14899.09,NA,May-2019,1
25000,60 months,8.19%,A,Die cut machine operator,5 years,5e4,Jan-2019,Current,debt_consolidation,2517.51,Jun-2019,509.19,Jul-2019,Jun-2019,1
25000,36 months,14.47%,C,Teacher,10+ years,52e3,Jan-2019,Current,credit_card,3420.54,May-2019,860.16,Jul-2019,Jun-2019,1
8400,36 months,8.19%,A,Asst.Manager,5 years,42e3,Feb-2019,Current,debt_consolidation,1052.06,Jun-2019,263.97,Jul-2019,Jun-2019,1
5000,36 months,15.57%,C,medical secretary,4 years,96e3,Feb-2019,Current,home_improvement,690.27,Jun-2019,174.73,Jul-2019,Jun-2019,1
5000,36 months,16.91%,C,Trainer,6 years,3e4,Jan-2019,Current,debt_consolidation,885.5,Jun-2019,178.04,Jul-2019,Jun-2019,1
15000,36 months,8.19%,A,Maintenance Learning Leader,3 years,8e4,Jan-2019,Current,major_purchase,1878.66,May-2019,471.37,Jul-2019,Jun-2019,1
40000,60 months,12.40%,B,City Carrier,10+ years,92e3,Mar-2019,Current,debt_consolidation,2638.56,Jun-2019,897.89,Jul-2019,Jun-2019,1
21000,36 months,6.46%,A,NA,n/a,108e3,Feb-2019,Current,debt_consolidation,2565.46,Jun-2019,643.25,Jul-2019,Jun-2019,1
1500,36 months,15.02%,C,NA,n/a,25e3,Mar-2019,Current,other,160.45,Jun-2019,52.02,Jul-2019,Jun-2019,1
5000,36 months,13.56%,C,HR Generalist,1 year,75e3,Jan-2019,Current,credit_card,845.38,Jun-2019,169.83,Jul-2019,Jun-2019,1
23000,36 months,8.19%,A,Office Manager,10+ years,75e3,Feb-2019,Current,debt_consolidation,2959.07,Jun-2019,722.76,Jul-2019,Mar-2019,1
5600,36 months,15.02%,C,Supervisor,1 year,9e4,Feb-2019,Current,debt_consolidation,772.09,Jun-2019,194.19,Jul-2019,Jun-2019,1
12000,60 months,15.02%,C,Health Insurance Specialist,10+ years,119597,Jan-2019,Fully Paid,debt_consolidation,12420.8052380257,Mar-2019,12145.21,NA,May-2019,1
40000,60 months,14.47%,C,Associate Principal Project Manager,10+ years,11e4,Feb-2019,Current,debt_consolidation,3729.88,Jun-2019,940.51,Jul-2019,Jun-2019,1
20000,36 months,11.02%,B,NA,< 1 year,175e3,Mar-2019,Current,debt_consolidation,1989.41,Jun-2019,654.97,Jul-2019,Jun-2019,1
